,FileName,EmoClass,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
7168,MSP-PODCAST_0172_0449.wav,C,5.2,5.0,5.0,71,Male,Train
7169,MSP-PODCAST_0172_0450.wav,N,4.6,4.0,4.8,99,Male,Train
7170,MSP-PODCAST_0172_0451.wav,N,4.6,4.0,4.4,99,Male,Train
7171,MSP-PODCAST_0172_0452.wav,N,5.0,4.4,4.4,99,Male,Train
7172,MSP-PODCAST_0172_0453.wav,A,5.2,3.6,5.4,99,Male,Train
7173,MSP-PODCAST_0172_0454.wav,X,4.6,3.8,4.6,99,Male,Train
7174,MSP-PODCAST_0172_0455.wav,N,5.0,4.2,4.8,71,Male,Train
7175,MSP-PODCAST_0172_0456.wav,H,5.75,5.583333,5.583333,71,Male,Train
7176,MSP-PODCAST_0172_0457.wav,H,4.166667,4.083333,4.25,71,Male,Train
7177,MSP-PODCAST_0172_0459.wav,H,5.307692,5.076923,4.923077,71,Male,Train
7178,MSP-PODCAST_0172_0460.wav,H,3.6,5.2,4.4,71,Male,Train
7179,MSP-PODCAST_0172_0461.wav,U,5.5,4.45,5.45,70,Male,Train
7180,MSP-PODCAST_0172_0463.wav,H,5.153846,5.230769,4.923077,99,Male,Train
7181,MSP-PODCAST_0172_0465.wav,N,4.6,3.0,4.4,71,Male,Train
7182,MSP-PODCAST_0172_0466.wav,X,4.4,3.2,4.4,71,Male,Train
7183,MSP-PODCAST_0172_0467.wav,N,5.0,4.2,5.6,71,Male,Train
7184,MSP-PODCAST_0172_0468.wav,N,4.2,4.0,3.4,71,Male,Train
7185,MSP-PODCAST_0172_0469.wav,N,4.333333,4.0,4.333333,71,Male,Train
7186,MSP-PODCAST_0172_0470.wav,N,4.0,3.8,4.4,71,Male,Train
7187,MSP-PODCAST_0172_0471.wav,N,4.2,4.8,5.0,71,Male,Train
7188,MSP-PODCAST_0172_0472.wav,D,5.0,3.6,4.6,71,Male,Train
7189,MSP-PODCAST_0172_0473.wav,X,4.6,4.8,5.4,99,Male,Train
7190,MSP-PODCAST_0172_0474.wav,N,5.2,4.8,4.8,99,Male,Train
7191,MSP-PODCAST_0172_0475.wav,U,3.8,3.6,5.0,99,Male,Train
7192,MSP-PODCAST_0172_0476.wav,N,4.5,3.75,4.25,71,Male,Train
7193,MSP-PODCAST_0172_0477.wav,N,4.4,3.6,4.2,71,Male,Train
7194,MSP-PODCAST_0172_0478.wav,N,4.8,4.6,5.2,99,Male,Train
7195,MSP-PODCAST_0172_0480.wav,U,5.2,4.2,4.2,70,Male,Train
7196,MSP-PODCAST_0172_0481.wav,H,5.4,5.0,5.2,70,Male,Train
7197,MSP-PODCAST_0172_0482.wav,U,4.4,4.0,4.4,70,Male,Train
7198,MSP-PODCAST_0172_0484.wav,X,5.2,3.4,4.2,71,Male,Train
7199,MSP-PODCAST_0172_0485.wav,N,4.4,4.0,4.4,71,Male,Train
7200,MSP-PODCAST_0172_0486.wav,H,5.333333,4.333333,5.333333,70,Male,Train
7201,MSP-PODCAST_0172_0487.wav,X,4.6,3.6,5.0,71,Male,Train
7202,MSP-PODCAST_0172_0489.wav,N,4.0,5.0,4.4,71,Male,Train
7203,MSP-PODCAST_0172_0490.wav,X,5.3,3.7,4.9,70,Male,Train
7204,MSP-PODCAST_0172_0491.wav,X,5.0,4.0,4.6,70,Male,Train
7205,MSP-PODCAST_0172_0496.wav,X,4.2,2.6,4.4,71,Male,Train
7206,MSP-PODCAST_0172_0500.wav,N,5.846154,3.846154,5.153846,99,Male,Train
7207,MSP-PODCAST_0172_0501.wav,C,5.8,3.0,6.0,70,Male,Train
7208,MSP-PODCAST_0172_0502.wav,N,4.0,3.666667,4.5,71,Male,Train
7209,MSP-PODCAST_0172_0503_0001.wav,X,4.8,2.8,4.2,71,Male,Train
7210,MSP-PODCAST_0172_0503_0002.wav,N,5.083333,4.75,4.833333,71,Male,Train
7211,MSP-PODCAST_0172_0504.wav,N,4.2,4.6,4.4,71,Male,Train
7212,MSP-PODCAST_0172_0506.wav,X,4.2,4.4,4.4,70,Male,Train
7213,MSP-PODCAST_0172_0507.wav,N,4.8,4.0,4.6,70,Male,Train
7214,MSP-PODCAST_0172_0508.wav,N,4.2,4.2,4.4,70,Male,Train
7215,MSP-PODCAST_0172_0509.wav,N,4.5,4.166667,4.5,71,Male,Train
7216,MSP-PODCAST_0172_0511.wav,X,6.3,3.05,5.9,70,Male,Train
7217,MSP-PODCAST_0172_0512.wav,C,5.5,3.833333,5.333333,99,Male,Train
7218,MSP-PODCAST_0172_0513.wav,U,5.8,3.4,5.8,70,Male,Train
7219,MSP-PODCAST_0172_0516.wav,X,5.0,3.833333,4.833333,71,Male,Train
7220,MSP-PODCAST_0172_0518.wav,X,4.8,5.0,5.0,71,Male,Train
7221,MSP-PODCAST_0172_0519.wav,N,3.4,4.8,4.2,71,Male,Train
7222,MSP-PODCAST_0172_0520.wav,N,4.8,4.4,4.0,71,Male,Train
7223,MSP-PODCAST_0172_0521.wav,H,5.0,4.8,4.8,71,Male,Train
7224,MSP-PODCAST_0172_0522.wav,N,4.4,4.4,4.8,71,Male,Train
7225,MSP-PODCAST_0172_0523.wav,C,4.666667,2.916667,4.583333,71,Male,Train
7226,MSP-PODCAST_0172_0525.wav,X,5.6,4.0,5.2,99,Male,Train
7227,MSP-PODCAST_0172_0526.wav,N,4.8,3.2,4.8,99,Male,Train
7228,MSP-PODCAST_0172_0528.wav,N,4.2,4.6,4.6,71,Male,Train
7229,MSP-PODCAST_0172_0529.wav,N,3.333333,3.833333,3.333333,71,Male,Train
7230,MSP-PODCAST_0172_0530.wav,N,3.8,3.6,4.4,71,Male,Train
7231,MSP-PODCAST_0172_0547.wav,H,5.2,5.4,5.4,71,Male,Train
7232,MSP-PODCAST_0172_0557.wav,X,4.6,4.6,4.6,70,Male,Train
7233,MSP-PODCAST_0172_0589.wav,H,5.736842,5.157895,5.473684,70,Male,Train
7234,MSP-PODCAST_0172_0604.wav,N,5.214286,3.642857,5.142857,70,Male,Train
7235,MSP-PODCAST_0172_0605.wav,N,5.2,4.0,4.8,70,Male,Train
7236,MSP-PODCAST_0172_0611.wav,C,5.2,3.4,4.4,70,Male,Train
7237,MSP-PODCAST_0172_0633.wav,N,4.8,3.6,4.4,99,Male,Train
7238,MSP-PODCAST_0172_0634.wav,N,5.0,4.0,4.4,71,Male,Train
7239,MSP-PODCAST_0172_0671.wav,N,4.6,4.4,4.6,99,Male,Train
7240,MSP-PODCAST_0172_0672.wav,A,5.769231,2.692308,5.538462,99,Male,Train
7241,MSP-PODCAST_0172_0673.wav,H,4.846154,5.076923,4.923077,70,Male,Train
7242,MSP-PODCAST_0172_0676.wav,H,5.307692,4.615385,5.0,70,Male,Train
7243,MSP-PODCAST_0172_0684.wav,A,6.071429,3.714286,6.0,70,Male,Train
7244,MSP-PODCAST_0172_0701.wav,H,5.461538,4.923077,5.307692,70,Male,Train
7245,MSP-PODCAST_0172_0709.wav,U,5.45,3.95,4.65,71,Male,Train
7246,MSP-PODCAST_0172_0721.wav,N,4.8,3.6,4.6,70,Male,Train
7247,MSP-PODCAST_0172_0722.wav,H,6.166667,5.333333,5.833333,70,Male,Train
7248,MSP-PODCAST_0172_0729.wav,X,5.615385,5.0,5.230769,70,Male,Train
7249,MSP-PODCAST_0172_0734.wav,H,5.923077,4.923077,5.384615,70,Male,Train
7250,MSP-PODCAST_0172_0745.wav,H,6.0,4.4,5.6,71,Male,Train
7251,MSP-PODCAST_0172_0746.wav,H,5.5,4.6,5.35,70,Male,Train
7252,MSP-PODCAST_0172_0750.wav,X,5.2,3.4,5.0,70,Male,Train
7253,MSP-PODCAST_0172_0801.wav,U,5.384615,4.692308,5.384615,99,Male,Train
7254,MSP-PODCAST_0172_0808.wav,O,5.2,3.4,5.2,99,Male,Train
7255,MSP-PODCAST_0172_0810.wav,A,5.8,3.6,5.6,70,Male,Train
7256,MSP-PODCAST_0172_0820.wav,H,5.230769,5.846154,5.538462,70,Male,Train
7257,MSP-PODCAST_0172_0853.wav,H,5.076923,5.307692,4.692308,70,Male,Train
7258,MSP-PODCAST_0172_0855.wav,H,6.0,6.04,6.0,70,Male,Train
7259,MSP-PODCAST_0172_0873.wav,N,3.4,4.0,4.0,71,Male,Train
7260,MSP-PODCAST_0172_0879.wav,U,5.153846,4.769231,4.923077,99,Male,Train
7261,MSP-PODCAST_0172_0884.wav,C,5.8,4.2,5.4,70,Male,Train
7262,MSP-PODCAST_0173_0029.wav,U,4.6,4.4,4.0,71,Male,Train
7263,MSP-PODCAST_0173_0030.wav,H,5.307692,4.615385,5.153846,70,Male,Train
7264,MSP-PODCAST_0173_0032.wav,X,4.8,4.8,5.2,70,Male,Train
7265,MSP-PODCAST_0173_0036.wav,X,6.076923,3.538462,5.538462,70,Male,Train
7266,MSP-PODCAST_0173_0042.wav,U,5.076923,3.923077,4.692308,70,Male,Train
7267,MSP-PODCAST_0173_0051.wav,H,5.307692,4.923077,5.076923,70,Male,Train
7268,MSP-PODCAST_0173_0067.wav,N,2.8,4.2,4.0,71,Male,Train
7269,MSP-PODCAST_0173_0113.wav,N,4.8,4.2,3.8,70,Male,Train
7270,MSP-PODCAST_0173_0159.wav,H,6.0,5.882353,5.529412,70,Male,Train
7271,MSP-PODCAST_0173_0177.wav,X,4.8,4.4,4.8,70,Male,Train
7272,MSP-PODCAST_0173_0221.wav,U,5.315789,3.789474,5.105263,70,Male,Train
7273,MSP-PODCAST_0173_0227.wav,C,5.714286,3.857143,5.785714,70,Male,Train
7274,MSP-PODCAST_0173_0231.wav,D,6.083333,2.916667,5.75,70,Male,Train
7275,MSP-PODCAST_0173_0233.wav,X,5.923077,3.230769,5.692308,70,Male,Train
7276,MSP-PODCAST_0173_0237.wav,N,5.153846,3.692308,5.307692,70,Male,Train
7277,MSP-PODCAST_0173_0238.wav,N,4.8,5.2,4.8,71,Male,Train
7278,MSP-PODCAST_0173_0279.wav,A,6.315789,2.526316,6.0,70,Male,Train
7279,MSP-PODCAST_0173_0281.wav,H,6.307692,5.384615,5.846154,70,Male,Train
7280,MSP-PODCAST_0173_0299.wav,U,5.0,4.4,4.6,70,Male,Train
7281,MSP-PODCAST_0173_0315.wav,X,6.230769,4.461538,6.307692,70,Male,Train
7282,MSP-PODCAST_0173_0329.wav,H,5.230769,5.615385,4.538462,70,Male,Train
7283,MSP-PODCAST_0173_0336.wav,H,6.153846,4.538462,5.769231,70,Male,Train
7284,MSP-PODCAST_0173_0399.wav,X,5.769231,4.846154,5.692308,70,Male,Train
7285,MSP-PODCAST_0173_0401.wav,H,5.857143,5.642857,5.142857,70,Male,Train
7286,MSP-PODCAST_0173_0405.wav,H,6.384615,5.076923,5.615385,70,Male,Train
7287,MSP-PODCAST_0173_0409.wav,N,5.142857,4.0,5.0,70,Male,Train
7288,MSP-PODCAST_0173_0411.wav,X,5.307692,4.461538,4.846154,70,Male,Train
7289,MSP-PODCAST_0173_0413.wav,H,5.769231,4.615385,5.384615,70,Male,Train
7290,MSP-PODCAST_0173_0416.wav,C,6.0,3.461538,5.384615,70,Male,Train
7291,MSP-PODCAST_0173_0428.wav,H,5.421053,4.894737,5.315789,70,Male,Train
7292,MSP-PODCAST_0173_0482.wav,C,5.4,3.6,5.2,70,Male,Train
7293,MSP-PODCAST_0173_0502.wav,H,6.307692,4.461538,5.538462,70,Male,Train
7294,MSP-PODCAST_0173_0535.wav,H,5.846154,5.153846,5.461538,70,Male,Train
7295,MSP-PODCAST_0173_0567.wav,H,6.307692,5.923077,5.923077,70,Male,Train
7296,MSP-PODCAST_0173_0583.wav,H,5.384615,5.307692,5.0,70,Male,Train
7297,MSP-PODCAST_0173_0589.wav,N,5.0,4.0,4.6,70,Male,Train
7298,MSP-PODCAST_0173_0606.wav,X,4.8,4.6,5.2,70,Male,Train
7299,MSP-PODCAST_0173_0635.wav,H,5.142857,5.857143,5.071429,71,Male,Train
7300,MSP-PODCAST_0173_0689.wav,C,4.0,3.0,3.2,70,Male,Train
7301,MSP-PODCAST_0173_0714.wav,H,5.4,4.4,4.4,70,Male,Train
7302,MSP-PODCAST_0173_0724.wav,H,5.923077,5.307692,5.461538,70,Male,Train
7303,MSP-PODCAST_0173_0725.wav,N,3.4,3.2,3.6,Unknown,Unknown,Train
7304,MSP-PODCAST_0173_0728.wav,H,6.285714,5.928571,6.071429,70,Male,Train
7305,MSP-PODCAST_0173_0734.wav,H,6.0,4.6,5.6,70,Male,Train
7306,MSP-PODCAST_0173_0742.wav,N,2.692308,3.384615,2.846154,Unknown,Unknown,Train
7307,MSP-PODCAST_0173_0774.wav,X,5.230769,3.692308,4.769231,Unknown,Unknown,Train
7308,MSP-PODCAST_0173_0828.wav,H,5.6,4.6,5.2,70,Male,Train
7309,MSP-PODCAST_0173_0842.wav,H,6.384615,4.538462,6.076923,70,Male,Train
7310,MSP-PODCAST_0173_0846.wav,X,4.666667,4.5,4.166667,71,Male,Train
7311,MSP-PODCAST_0173_0856.wav,U,5.4,4.2,4.8,404,Male,Train
7312,MSP-PODCAST_0173_0897.wav,U,4.4,5.0,4.6,70,Male,Train
7313,MSP-PODCAST_0173_0907.wav,X,5.307692,4.0,5.307692,70,Male,Train
7314,MSP-PODCAST_0173_0921.wav,N,5.923077,4.076923,5.769231,70,Male,Train
7315,MSP-PODCAST_0173_0923.wav,H,5.076923,4.923077,4.769231,70,Male,Train
7316,MSP-PODCAST_0173_0943.wav,H,6.307692,4.615385,5.615385,70,Male,Train
7317,MSP-PODCAST_0173_0953.wav,H,6.25,5.0625,5.5625,70,Male,Train
7318,MSP-PODCAST_0173_0973.wav,X,4.923077,4.615385,4.846154,404,Male,Train
7319,MSP-PODCAST_0173_0974.wav,X,6.076923,2.923077,6.0,70,Male,Train
7320,MSP-PODCAST_0173_0980.wav,C,5.6,3.6,5.2,70,Male,Train
7321,MSP-PODCAST_0173_0983.wav,H,5.823529,6.058824,5.411765,70,Male,Train
7322,MSP-PODCAST_0173_0987.wav,H,6.153846,5.384615,5.615385,70,Male,Train
7323,MSP-PODCAST_0173_0991.wav,H,5.692308,5.615385,5.307692,70,Male,Train
7324,MSP-PODCAST_0173_1006.wav,H,6.0,4.384615,5.692308,70,Male,Train
7325,MSP-PODCAST_0173_1037.wav,N,4.666667,4.333333,4.5,70,Male,Train
7326,MSP-PODCAST_0173_1043.wav,C,5.857143,3.0,5.142857,70,Male,Train
7327,MSP-PODCAST_0173_1054.wav,N,5.882353,4.058824,5.411765,70,Male,Train
7328,MSP-PODCAST_0173_1068.wav,U,6.153846,3.769231,5.769231,70,Male,Train
7329,MSP-PODCAST_0173_1076.wav,H,5.615385,5.230769,5.461538,70,Male,Train
7330,MSP-PODCAST_0173_1080.wav,H,5.4,4.4,5.6,70,Male,Train
7331,MSP-PODCAST_0173_1088.wav,X,6.076923,5.384615,6.0,70,Male,Train
7332,MSP-PODCAST_0173_1090.wav,H,5.846154,5.384615,5.230769,70,Male,Train
7333,MSP-PODCAST_0173_1092.wav,N,4.4,3.8,4.4,70,Male,Train
7334,MSP-PODCAST_0173_1112.wav,A,5.846154,2.0,5.769231,70,Male,Train
7335,MSP-PODCAST_0173_1122.wav,U,6.692308,4.692308,5.923077,70,Male,Train
7336,MSP-PODCAST_0173_1124.wav,U,5.5,4.0,5.166667,70,Male,Train
7337,MSP-PODCAST_0173_1137.wav,H,6.615385,5.384615,6.230769,70,Male,Train
7338,MSP-PODCAST_0173_1145.wav,H,6.176471,4.352941,5.411765,70,Male,Train
7339,MSP-PODCAST_0173_1172.wav,X,5.642857,2.857143,5.428571,70,Male,Train
7340,MSP-PODCAST_0173_1184.wav,C,5.2,3.4,4.2,404,Male,Train
7341,MSP-PODCAST_0174_0008.wav,H,5.0,6.0,4.769231,512,Male,Train
7342,MSP-PODCAST_0174_0039.wav,N,3.6,4.4,4.6,513,Male,Train
7343,MSP-PODCAST_0174_0041.wav,D,5.538462,2.923077,5.307692,512,Male,Train
7344,MSP-PODCAST_0174_0051.wav,H,5.642857,5.285714,5.142857,513,Male,Train
7345,MSP-PODCAST_0174_0069.wav,H,6.615385,6.230769,6.153846,513,Male,Train
7346,MSP-PODCAST_0174_0082.wav,X,4.5,3.666667,4.5,513,Male,Train
7347,MSP-PODCAST_0174_0112.wav,H,5.444444,4.555556,5.111111,512,Male,Train
7348,MSP-PODCAST_0174_0126.wav,H,4.769231,5.538462,5.0,513,Male,Train
7349,MSP-PODCAST_0174_0138.wav,H,4.769231,4.615385,4.538462,514,Male,Train
7350,MSP-PODCAST_0174_0156.wav,H,4.6,4.4,4.6,512,Male,Train
7351,MSP-PODCAST_0174_0179.wav,N,4.6,3.6,4.4,513,Male,Train
7352,MSP-PODCAST_0174_0184.wav,D,5.076923,3.230769,5.0,513,Male,Train
7353,MSP-PODCAST_0174_0225.wav,H,5.785714,5.642857,5.357143,513,Male,Train
7354,MSP-PODCAST_0174_0236.wav,H,5.416667,5.166667,5.166667,513,Male,Train
7355,MSP-PODCAST_0174_0367.wav,D,4.2,3.2,3.8,513,Male,Train
7356,MSP-PODCAST_0174_0376.wav,H,4.923077,5.0,4.384615,513,Male,Train
7357,MSP-PODCAST_0174_0387.wav,D,5.461538,2.384615,5.0,513,Male,Train
7358,MSP-PODCAST_0174_0404.wav,H,6.461538,5.769231,6.076923,513,Male,Train
7359,MSP-PODCAST_0174_0437.wav,N,3.6,3.4,4.2,514,Male,Train
7360,MSP-PODCAST_0174_0467.wav,N,4.2,4.2,4.0,514,Male,Train
7361,MSP-PODCAST_0174_0495.wav,N,4.0,3.4,4.4,513,Male,Train
7362,MSP-PODCAST_0174_0519.wav,H,5.5,4.0,4.857143,513,Male,Train
7363,MSP-PODCAST_0174_0534.wav,U,5.076923,4.769231,4.538462,513,Male,Train
7364,MSP-PODCAST_0174_0577.wav,H,5.2,5.0,5.2,513,Male,Train
7365,MSP-PODCAST_0174_0584.wav,H,5.923077,5.076923,4.923077,513,Male,Train
7366,MSP-PODCAST_0174_0594.wav,N,5.142857,4.642857,4.928571,513,Male,Train
7367,MSP-PODCAST_0174_0625.wav,N,4.642857,3.5,5.0,513,Male,Train
7368,MSP-PODCAST_0174_0639.wav,N,3.666667,3.833333,4.166667,512,Male,Train
7369,MSP-PODCAST_0174_0670.wav,H,5.2,4.2,4.8,513,Male,Train
7370,MSP-PODCAST_0174_0695.wav,X,4.2,4.6,4.0,514,Male,Train
7371,MSP-PODCAST_0174_0709.wav,C,4.6,3.6,4.4,512,Male,Train
7372,MSP-PODCAST_0174_0726.wav,X,4.4,4.6,4.2,513,Male,Train
7373,MSP-PODCAST_0174_0766.wav,N,4.0,3.8,4.4,512,Male,Train
7374,MSP-PODCAST_0174_0773.wav,N,4.0,4.2,4.3,514,Male,Train
7375,MSP-PODCAST_0174_0784.wav,D,4.4,3.4,4.6,513,Male,Train
7376,MSP-PODCAST_0174_0786.wav,N,4.6,4.4,4.8,514,Male,Train
7377,MSP-PODCAST_0174_0790.wav,C,4.6,2.6,4.8,512,Male,Train
7378,MSP-PODCAST_0174_0794.wav,N,4.0,3.8,3.6,512,Male,Train
7379,MSP-PODCAST_0174_0821.wav,H,6.0,4.0,5.4,513,Male,Train
7380,MSP-PODCAST_0174_0826.wav,H,4.8,4.8,4.4,513,Male,Train
7381,MSP-PODCAST_0174_0849.wav,H,5.947368,6.052632,5.684211,513,Male,Train
7458,MSP-PODCAST_0177_0060.wav,N,4.2,4.0,4.4,437,Male,Train
7459,MSP-PODCAST_0177_0069.wav,H,5.461538,5.615385,5.153846,437,Male,Train
7460,MSP-PODCAST_0177_0103.wav,X,3.4,5.0,3.4,437,Male,Train
7461,MSP-PODCAST_0179_0012.wav,X,4.8,6.0,5.0,542,Male,Train
7462,MSP-PODCAST_0179_0019.wav,U,4.8,4.6,4.8,542,Male,Train
7463,MSP-PODCAST_0179_0053.wav,N,2.8,5.0,4.2,542,Male,Train
7464,MSP-PODCAST_0179_0060.wav,H,4.0,5.2,4.0,542,Male,Train
7465,MSP-PODCAST_0179_0075.wav,H,5.1,4.7,5.0,542,Male,Train
7466,MSP-PODCAST_0179_0076.wav,H,5.642857,6.142857,5.5,542,Male,Train
7467,MSP-PODCAST_0179_0087.wav,N,2.8,3.8,4.0,542,Male,Train
7468,MSP-PODCAST_0179_0091.wav,N,3.666667,4.166667,4.333333,542,Male,Train
7469,MSP-PODCAST_0179_0093.wav,X,5.2,4.2,4.8,Unknown,Unknown,Train
7470,MSP-PODCAST_0180_0003.wav,H,4.307692,6.0,5.0,82,Male,Train
7471,MSP-PODCAST_0180_0004.wav,O,5.0,4.0,4.2,82,Male,Train
7472,MSP-PODCAST_0180_0005.wav,N,3.8,4.0,3.8,82,Male,Train
7473,MSP-PODCAST_0180_0006.wav,H,4.2,5.2,4.6,254,Male,Train
7474,MSP-PODCAST_0180_0007.wav,N,3.8,4.2,3.8,254,Male,Train
7475,MSP-PODCAST_0180_0008.wav,N,4.166667,4.0,4.333333,254,Male,Train
7476,MSP-PODCAST_0180_0009.wav,N,3.6,4.0,4.4,254,Male,Train
7477,MSP-PODCAST_0180_0011.wav,N,4.4,4.8,4.6,82,Male,Train
7478,MSP-PODCAST_0180_0014.wav,N,3.6,4.0,3.4,254,Male,Train
7479,MSP-PODCAST_0180_0015.wav,N,3.4,4.8,3.6,254,Male,Train
7480,MSP-PODCAST_0180_0017.wav,X,3.6,5.2,4.6,254,Male,Train
7481,MSP-PODCAST_0180_0018.wav,X,4.166667,3.666667,3.833333,254,Male,Train
7482,MSP-PODCAST_0180_0020.wav,N,4.8,4.6,4.6,254,Male,Train
7483,MSP-PODCAST_0180_0021.wav,H,4.0,6.4,5.2,254,Male,Train
7484,MSP-PODCAST_0180_0022.wav,H,5.0,5.384615,4.692308,82,Male,Train
7485,MSP-PODCAST_0180_0023.wav,N,4.0,4.5,3.833333,82,Male,Train
7486,MSP-PODCAST_0180_0024.wav,N,3.2,4.8,4.2,82,Male,Train
7487,MSP-PODCAST_0180_0025.wav,N,3.6,4.6,4.8,254,Male,Train
7488,MSP-PODCAST_0180_0027.wav,H,4.2,5.8,4.2,254,Male,Train
7489,MSP-PODCAST_0180_0028.wav,N,3.0,4.4,3.8,254,Male,Train
7490,MSP-PODCAST_0180_0029.wav,N,4.2,4.4,4.6,254,Male,Train
7491,MSP-PODCAST_0180_0030.wav,N,3.2,4.2,4.6,254,Male,Train
7492,MSP-PODCAST_0180_0032.wav,H,4.85,5.65,4.7,254,Male,Train
7493,MSP-PODCAST_0180_0033.wav,N,4.2,5.2,4.4,254,Male,Train
7494,MSP-PODCAST_0180_0034.wav,N,4.2,4.8,5.2,254,Male,Train
7495,MSP-PODCAST_0180_0035.wav,N,4.833333,5.0,5.083333,254,Male,Train
7496,MSP-PODCAST_0180_0036.wav,N,4.0,4.2,4.8,254,Male,Train
7497,MSP-PODCAST_0180_0037.wav,N,4.0,4.0,4.0,254,Male,Train
7498,MSP-PODCAST_0180_0038.wav,H,4.6,5.2,4.6,254,Male,Train
7499,MSP-PODCAST_0180_0039.wav,N,3.6,4.2,4.4,254,Male,Train
7500,MSP-PODCAST_0180_0040.wav,U,4.4,5.0,4.4,254,Male,Train
7501,MSP-PODCAST_0180_0041.wav,N,3.8,4.4,3.8,254,Male,Train
7502,MSP-PODCAST_0180_0044.wav,N,2.8,4.2,4.2,254,Male,Train
7503,MSP-PODCAST_0180_0045.wav,N,3.2,3.8,4.2,254,Male,Train
7504,MSP-PODCAST_0180_0046.wav,N,4.461538,4.384615,4.230769,82,Male,Train
7505,MSP-PODCAST_0180_0047.wav,N,5.583333,5.166667,5.25,254,Male,Train
7506,MSP-PODCAST_0180_0048.wav,N,4.2,4.6,4.6,254,Male,Train
7507,MSP-PODCAST_0180_0050.wav,N,2.6,3.6,3.4,254,Male,Train
7508,MSP-PODCAST_0180_0051.wav,N,3.166667,3.833333,3.666667,Unknown,Unknown,Train
7509,MSP-PODCAST_0180_0052.wav,N,2.6,3.6,4.2,254,Male,Train
7510,MSP-PODCAST_0180_0053.wav,N,3.833333,4.0,3.5,254,Male,Train
7511,MSP-PODCAST_0180_0054.wav,N,3.333333,3.5,3.166667,254,Male,Train
7512,MSP-PODCAST_0180_0055.wav,N,3.6,4.6,4.6,254,Male,Train
7513,MSP-PODCAST_0180_0056.wav,N,3.2,4.0,4.4,254,Male,Train
7514,MSP-PODCAST_0180_0058.wav,N,2.8,3.4,3.4,254,Male,Train
7515,MSP-PODCAST_0180_0060.wav,N,3.2,3.6,3.8,254,Male,Train
7516,MSP-PODCAST_0180_0062.wav,N,2.923077,4.615385,3.692308,82,Male,Train
7517,MSP-PODCAST_0180_0063.wav,N,4.0,5.2,4.0,254,Male,Train
7518,MSP-PODCAST_0180_0064.wav,N,4.0,4.2,4.6,254,Male,Train
7519,MSP-PODCAST_0180_0065.wav,U,4.0,3.6,4.6,Unknown,Unknown,Train
7520,MSP-PODCAST_0180_0068.wav,X,3.6,4.4,3.6,254,Male,Train
7521,MSP-PODCAST_0180_0069.wav,H,3.416667,5.333333,4.0,254,Male,Train
7522,MSP-PODCAST_0180_0070.wav,H,4.75,5.166667,4.916667,254,Male,Train
7523,MSP-PODCAST_0180_0073.wav,S,3.4,3.6,3.4,254,Male,Train
7524,MSP-PODCAST_0180_0074.wav,N,3.2,4.0,3.6,254,Male,Train
7525,MSP-PODCAST_0180_0075.wav,N,3.846154,3.692308,4.230769,82,Male,Train
7526,MSP-PODCAST_0180_0076.wav,N,3.0,4.2,4.4,254,Male,Train
7527,MSP-PODCAST_0180_0077.wav,N,3.0,3.8,3.8,254,Male,Train
7528,MSP-PODCAST_0180_0078.wav,N,3.363636,4.272727,3.545455,254,Male,Train
7529,MSP-PODCAST_0180_0079.wav,N,4.0,4.6,4.2,254,Male,Train
7530,MSP-PODCAST_0180_0080.wav,N,2.8,4.2,4.6,254,Male,Train
7531,MSP-PODCAST_0180_0081.wav,N,4.2,4.6,3.6,254,Male,Train
7532,MSP-PODCAST_0180_0082.wav,N,3.2,4.6,4.2,254,Male,Train
7533,MSP-PODCAST_0180_0083.wav,N,4.416667,4.583333,4.083333,Unknown,Unknown,Train
7534,MSP-PODCAST_0180_0084.wav,N,2.666667,3.833333,4.0,254,Male,Train
7535,MSP-PODCAST_0180_0085.wav,N,3.0,4.4,4.0,254,Male,Train
7536,MSP-PODCAST_0180_0086.wav,N,4.0,4.6,5.0,254,Male,Train
7537,MSP-PODCAST_0180_0087.wav,N,3.6,4.6,4.8,254,Male,Train
7538,MSP-PODCAST_0180_0088.wav,N,2.8,4.0,4.2,Unknown,Unknown,Train
7539,MSP-PODCAST_0180_0089.wav,N,3.2,4.4,4.2,254,Male,Train
7540,MSP-PODCAST_0180_0091.wav,X,3.6,5.2,4.4,254,Male,Train
7541,MSP-PODCAST_0180_0092.wav,N,4.6,4.4,4.4,254,Male,Train
7542,MSP-PODCAST_0180_0094.wav,H,3.6,5.0,3.8,254,Male,Train
7543,MSP-PODCAST_0180_0095.wav,N,3.6,4.4,4.4,254,Male,Train
7544,MSP-PODCAST_0180_0097.wav,N,3.6,4.4,3.8,254,Male,Train
7545,MSP-PODCAST_0180_0098.wav,N,3.8,4.4,3.6,254,Male,Train
7546,MSP-PODCAST_0180_0099.wav,N,2.5,3.166667,2.5,254,Male,Train
7547,MSP-PODCAST_0180_0100.wav,N,2.2,3.8,2.8,254,Male,Train
7548,MSP-PODCAST_0180_0101.wav,N,3.4,4.2,4.2,254,Male,Train
7549,MSP-PODCAST_0180_0102.wav,H,3.4,4.8,4.6,254,Male,Train
7550,MSP-PODCAST_0180_0105.wav,N,3.4,4.2,4.0,254,Male,Train
7551,MSP-PODCAST_0180_0107.wav,H,5.6,5.0,4.8,Unknown,Unknown,Train
